label,pmid,sentence,design
0,21834938,"Where observed, adverse events were not serious, and there was no evidence of a dose-relationship to frequency of adverse events.",RCT
0,21658829,"Whereas the survival advantage of high BMI is consistent across all  racial/ethnic groups, black maintenance HD patients had the strongest and most consistent association of higher BMI with improved survival.",Retrospective
0,8709661,"Without adjustments for casemix, a large number of providers are misclassified regarding to cost performance.",Cross-Sectional
0,28368663,(2) It shows that DBT can improve conspicuity of ILC.,Retrospective
0,25005625,"(2) Teeth mesial to the agenesis site showed some delay in development compared to teeth distal to the agenesis site, in this study.",Case-Control
0,28619659,(A Safety and Efficacy Study of Canagliflozin\xa0in Older Patients 55 to 80 Years of Age With Type 2 Diabetes Mellitus; NCT01106651).,RCT
0,28838366,(A Study to Evaluate the Efficacy and Safety of Rosuvastatin in Children and Adolescents With Homozygous Familial Hypercholesterolemia HYDRA; NCT02226198).,RCT
0,27959715,"(Funded by Alnylam Pharmaceuticals and the Medicines Company; ClinicalTrials.gov number, NCT02314442 .)",RCT
0,28304224,"(Funded by Amgen;  FOURIER ClinicalTrials.gov number, NCT01764633 .)",RCT
0,28910237,"(Funded by Amylin Pharmaceuticals; EXSCEL ClinicalTrials.gov number, NCT01144338 .)",RCT
0,28578601,"(Funded by AstraZeneca; OlympiAD ClinicalTrials.gov number, NCT02000622 .)",RCT
0,28581356,"(Funded by F. Hoffmann-La Roche/Genentech; APHINITY ClinicalTrials.gov number, NCT01358877 .)",RCT
0,28899222,"(Funded by Lexicon Pharmaceuticals; inTandem3 ClinicalTrials.gov number, NCT02531035 .)",RCT
0,26840134,"(Funded by MÃ©decins sans FrontiÃ¨res Operational Center Paris; ClinicalTrials.gov number, NCT01613547.)",RCT
0,28847206,"(Funded by Merck and  others; Current Controlled Trials number, ISRCTN48678192 ; ClinicalTrials.gov number, NCT01252953 ; and EudraCT number, 2010-023467-18 .)",RCT
0,28605603,"(Funded by Novo Nordisk and others; DEVOTE ClinicalTrials.gov number, NCT01959529 .)",RCT
0,28854085,"(Funded by Novo Nordisk and the National Institutes of Health; LEADER ClinicalTrials.gov number, NCT01179048 .)",RCT
0,28379800,"(Funded by Pfizer; ClinicalTrials.gov number, NCT00327691 .)",RCT
0,28304227,"(Funded by Pfizer; SPIRE ClinicalTrials.gov numbers,  NCT01968954 , NCT01968967 , NCT01968980 , NCT02100514 , NCT02135029 , and NCT02458287 .)",RCT
0,28304242,"(Funded by Pfizer; SPIRE-1 and SPIRE-2 ClinicalTrials.gov numbers, NCT01975376 and NCT01975389 .)",RCT
0,28467880,"(Funded by River Vision Development and others; ClinicalTrials.gov number, NCT01868997 .)",RCT
0,28564564,"(Funded by the Advanced Clinical Research Organization and  the Japan Breast Cancer Research Group; CREATE-X UMIN Clinical Trials Registry number, UMIN000000843 .)",RCT
0,29091568,"(Funded by the Juvenile Diabetes Research  Foundation and others; AdDIT ClinicalTrials.gov number, NCT01581476 .)",RCT
0,28306389,"(Funded by the Medicines Company; ORION-1 ClinicalTrials.gov number, NCT02597127 .)",RCT
0,27532830,"(Funded by the National Institute for Health Research and others; Current Controlled Trials number, ISRCTN71510001.)",RCT
0,26544725,"(Funded by the National Institute of Diabetes and Digestive and Kidney Diseases and others; Teen-LABS ClinicalTrials.gov number, NCT00474318.)",Prospective
0,24456716,"(LEVANT I, The Lutonix Paclitaxel-Coated Balloon for the Prevention of Femoropopliteal Restenosis; NCT00930813)",RCT
0,28081824,"(Lipitor in\xa0the\xa0Prevention of Stroke, for Patients Who Have Had a Previous Stroke SPARCL; NCT00147602).",RCT
0,28153102,"(Pooled analyses of already reported trials; NCT01288443, NCT01288469, NCT01266876, NCT01812707, NCT01507831, NCT01617655, NCT01623115, NCT01709500, NCT01644175, NCT01644188, NCT01730040, NCT01730053, NCT01644474, and NCT01709513).",RCT
0,27050187,(Safety and Efficacy Study of the Medtronic CoreValve(\xc2\xae) System in the Treatment of Symptomatic Severe Aortic Stenosis in High Risk and Very High Risk Subjects Who Need Aortic Valve Replacement; NCT01240902).,RCT
0,27814663,"\xa0Patients undergoing bariatric surgery were more likely to have fractures than were obese or non-obese controls, and this risk remained higher after surgery.",Case-Control
1,29956905,Guasha could be considered as an alternative to some types of recovery from sports training.,RCT
0,27332968,2016 American Cancer Society.,RCT
1,29074043,LNR can be used as an early biomarker for predicting of acute rejection after heart transplantation.,RCT
2,22221566,"Use of the interlocked barbed polyglyconate suture technique prevents slippage, precluding the need for assistance, knot-tying and constant reassessment of anastomosis integrity.",RCT
0,27995517,%TWL places the 3\xa0cm group in higher percentile than 8\xa0cm group.,RCT
0,28759403,"â€œMetformin decreased the BMI z score and improved inflammatory and cardiovascular-related obesity parameters only in prepubertal children, but a differential effect of metformin was not observed in prepubertal compared to pubertal children.",RCT
0,29078839,Î²-CTx had no significant association with DR.,Prospective
1,23156846,0.1% FK-506 could become another viable therapeutic option for VKC.,RCT
2,29310638,2-min periods should provide an equal dose in the two side lying positions.,RCT
0,29190744,25(OH)D had significant inverse and direct relationship with FBG and WC.,Cross-Sectional
0,26259739,"3D laparoscopic surgical skills showed superior to 2D, with higher percentages of tasks completion, less time in performing them, and a shorter learning curve.",Cross-Sectional
0,24288398,50/125 (40%) patients imaged for pre-SC/post-SC had orbital abscess; 44/50 (88%) of these involved the medial orbit.,Retrospective
